datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-08-14 22:00:00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39
2012-11-06 03:00:00,4,0,1,1,9.02,12.12,64,7.0015,0,4,4
2011-05-07 22:00:00,2,0,0,1,22.14,25.76,49,12.998,26,94,120
2012-07-12 18:00:00,3,0,1,1,31.16,34.09,45,8.9981,86,739,825
2011-11-04 20:00:00,4,0,1,1,14.76,16.665,43,19.0012,15,171,186
2012-11-11 18:00:00,4,0,0,1,21.32,25,45,8.9981,102,303,405
2012-11-10 05:00:00,4,0,0,1,11.48,15.91,87,0,1,9,10
2011-02-14 05:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,3,3
2012-07-14 13:00:00,3,0,0,2,31.16,35.605,62,6.0032,219,372,591
2011-05-10 23:00:00,2,0,1,2,21.32,25,59,8.9981,9,72,81
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
2012-05-18 18:00:00,2,0,1,1,26.24,31.06,38,15.0013,99,570,669
2012-12-15 01:00:00,4,0,0,2,10.66,14.395,81,6.0032,9,86,95
2012-05-13 23:00:00,2,0,0,2,25.42,31.06,57,15.0013,17,57,74
2011-01-16 04:00:00,1,0,0,1,10.66,12.88,56,11.0014,0,1,1
2011-03-06 17:00:00,1,0,0,3,13.94,15.15,100,19.9995,2,23,25
2012-11-07 16:00:00,4,0,1,2,13.12,14.395,53,23.9994,23,250,273
2012-01-14 15:00:00,1,0,0,1,9.84,10.605,38,19.9995,49,177,226
2011-05-12 06:00:00,2,0,1,1,18.04,21.97,88,0,9,103,112
2012-12-16 18:00:00,4,0,0,3,15.58,19.695,82,7.0015,8,99,107
2011-12-12 15:00:00,4,0,1,2,13.12,16.665,57,7.0015,8,124,132
2011-05-19 10:00:00,2,0,1,2,22.14,25.76,83,0,35,95,130
2011-08-08 02:00:00,3,0,1,1,27.06,29.545,89,0,4,3,7
2012-02-03 01:00:00,1,0,1,1,12.3,13.635,56,22.0028,3,19,22
2011-07-07 16:00:00,3,0,1,1,35.26,38.635,39,15.0013,47,218,265
2011-09-08 00:00:00,3,0,1,3,24.6,25,100,12.998,3,11,14
2011-10-08 05:00:00,4,0,0,1,17.22,21.21,88,7.0015,1,7,8
2011-11-01 23:00:00,4,0,1,1,13.94,18.18,87,0,11,61,72
2011-12-12 04:00:00,4,0,1,1,7.38,12.12,74,0,0,3,3
2011-02-08 13:00:00,1,0,1,2,9.84,9.85,32,30.0026,2,48,50
2011-09-06 14:00:00,3,0,1,3,22.14,25.76,88,19.0012,3,21,24
2011-07-18 03:00:00,3,0,1,1,27.06,30.305,78,12.998,3,4,7
2012-02-09 15:00:00,1,0,1,1,13.12,15.15,36,19.9995,14,120,134
2012-07-02 04:00:00,3,0,1,2,29.52,33.335,54,19.9995,2,10,12
2011-02-08 22:00:00,1,0,1,1,4.92,5.305,33,23.9994,0,29,29
2012-09-01 03:00:00,3,0,0,1,28.7,32.575,70,7.0015,6,29,35
2011-08-18 19:00:00,3,0,1,1,27.06,30.305,83,7.0015,26,115,141
2012-08-07 01:00:00,3,0,1,1,28.7,33.335,84,8.9981,2,16,18
2012-01-16 15:00:00,1,1,0,1,10.66,10.605,44,30.0026,17,175,192
2011-05-10 16:00:00,2,0,1,1,27.06,31.06,31,7.0015,56,271,327
2011-05-18 21:00:00,2,0,1,1,21.32,25,88,0,11,74,85
2011-06-04 22:00:00,2,0,0,1,26.24,31.06,57,15.0013,49,141,190
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
2012-04-09 02:00:00,2,0,1,1,18.86,22.725,31,12.998,2,4,6
2011-07-15 22:00:00,3,0,1,1,27.06,31.06,57,15.0013,71,152,223
2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,55,247,302
2012-07-07 00:00:00,3,0,0,1,31.98,37.88,66,8.9981,35,115,150
2011-04-06 09:00:00,2,0,1,1,14.76,16.665,46,16.9979,8,157,165
2012-08-19 05:00:00,3,0,0,2,24.6,29.545,73,8.9981,3,8,11
2011-02-18 07:00:00,1,0,1,2,17.22,21.21,77,15.0013,8,108,116
2012-11-02 14:00:00,4,0,1,2,16.4,20.455,40,32.9975,63,199,262
2011-05-06 22:00:00,2,0,1,1,18.86,22.725,72,15.0013,46,105,151
2011-01-19 18:00:00,1,0,1,1,13.94,15.91,61,19.0012,5,156,161
2012-07-17 08:00:00,3,0,1,2,32.8,37.88,55,0,43,618,661
2012-06-09 05:00:00,2,0,0,1,24.6,31.06,56,7.0015,4,15,19
2011-12-01 12:00:00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
2011-11-18 07:00:00,4,0,1,1,9.02,11.365,44,11.0014,5,211,216
2012-12-14 10:00:00,4,0,1,1,10.66,12.88,81,12.998,28,162,190
2012-01-12 06:00:00,1,0,1,3,14.76,17.425,93,8.9981,1,88,89
2011-06-16 09:00:00,2,0,1,2,25.42,30.305,65,12.998,29,232,261
2011-04-03 08:00:00,2,0,0,1,13.94,16.665,57,11.0014,18,44,62
2011-06-18 04:00:00,2,0,0,1,24.6,27.275,88,6.0032,1,4,5
2011-04-04 20:00:00,2,0,1,2,28.7,31.82,24,36.9974,40,133,173
2012-06-17 08:00:00,2,0,0,1,22.96,26.515,68,16.9979,24,95,119
2012-02-15 16:00:00,1,0,1,1,17.22,21.21,38,12.998,9,222,231
2012-10-06 10:00:00,4,0,0,1,25.42,30.305,69,19.0012,198,341,539
2011-07-16 18:00:00,3,0,0,1,31.16,34.09,45,19.0012,185,243,428
2012-10-12 14:00:00,4,0,1,1,22.96,26.515,37,31.0009,109,262,371
2012-05-05 06:00:00,2,0,0,2,22.14,25.76,94,0,9,33,42
2011-07-04 07:00:00,3,1,0,1,27.06,30.305,83,8.9981,17,19,36
2012-06-19 04:00:00,2,0,1,2,24.6,28.79,78,8.9981,1,9,10
2011-03-16 23:00:00,1,0,1,1,16.4,20.455,65,12.998,9,18,27
2011-12-04 21:00:00,4,0,0,1,14.76,18.18,81,7.0015,7,65,72
2012-03-09 01:00:00,1,0,1,3,22.96,26.515,52,32.9975,4,22,26
2012-11-13 01:00:00,4,0,1,3,18.04,21.97,88,43.0006,0,5,5
2012-01-15 22:00:00,1,0,0,1,7.38,10.605,37,6.0032,2,58,60
2011-09-01 06:00:00,3,0,1,1,24.6,28.79,78,0,2,103,105
2011-07-05 03:00:00,3,0,1,1,27.06,31.06,74,15.0013,1,7,8
2011-09-15 08:00:00,3,0,1,1,26.24,30.305,73,8.9981,27,364,391
2012-07-11 06:00:00,3,0,1,1,26.24,28.79,89,8.9981,17,168,185
2011-09-02 16:00:00,3,0,1,2,28.7,32.575,61,8.9981,82,299,381
2011-03-18 17:00:00,1,0,1,1,28.7,31.82,37,22.0028,95,237,332
2011-10-03 05:00:00,4,0,1,2,14.76,18.18,76,7.0015,4,17,21
2011-06-06 03:00:00,2,0,1,1,23.78,27.275,88,0,2,3,5
2011-10-16 06:00:00,4,0,0,1,15.58,19.695,66,11.0014,3,7,10
2012-11-08 02:00:00,4,0,1,2,12.3,14.395,49,15.0013,1,5,6
2012-10-04 00:00:00,4,0,1,3,26.24,28.79,89,0,11,65,76
2011-09-14 12:00:00,3,0,1,1,30.34,34.09,58,15.0013,56,156,212
2012-01-02 21:00:00,1,1,0,2,9.84,10.605,41,22.0028,3,63,66
2012-05-04 00:00:00,2,0,1,1,24.6,28.79,78,22.0028,19,70,89
2012-08-18 14:00:00,3,0,0,1,31.16,33.335,37,19.0012,242,356,598
2012-09-05 06:00:00,3,0,1,1,28.7,33.335,79,19.0012,7,203,210
2011-04-14 23:00:00,2,0,1,1,18.86,22.725,59,7.0015,7,40,47
2012-02-02 10:00:00,1,0,1,3,17.22,21.21,77,7.0015,6,72,78
2011-02-16 03:00:00,1,0,1,2,8.2,9.85,47,12.998,0,1,1
2012-01-02 12:00:00,1,1,0,1,11.48,13.635,36,16.9979,41,161,202
2011-10-06 19:00:00,4,0,1,1,21.32,25,59,7.0015,38,305,343
2011-02-15 20:00:00,1,0,1,1,10.66,13.635,33,7.0015,3,98,101
2011-06-12 18:00:00,2,0,0,1,28.7,33.335,74,11.0014,69,187,256
2011-09-02 14:00:00,3,0,1,2,28.7,32.575,61,7.0015,75,208,283
2012-12-13 00:00:00,4,0,1,2,11.48,13.635,52,15.0013,1,31,32
2012-05-18 06:00:00,2,0,1,1,18.04,21.97,77,8.9981,14,168,182
2011-05-04 11:00:00,2,0,1,1,16.4,20.455,82,22.0028,3,69,72
2011-10-12 05:00:00,4,0,1,2,22.14,25.76,88,22.0028,0,22,22
2012-11-01 22:00:00,4,0,1,1,14.76,17.425,57,11.0014,27,175,202
2012-01-17 22:00:00,1,0,1,1,18.86,22.725,72,26.0027,5,85,90
2011-08-12 22:00:00,3,0,1,1,27.88,31.82,51,0,74,157,231
2011-05-18 08:00:00,2,0,1,1,22.96,26.515,88,19.0012,25,428,453
2011-07-05 17:00:00,3,0,1,1,33.62,37.88,46,7.0015,79,466,545
2012-08-14 09:00:00,3,0,1,2,28.7,33.335,74,0,48,354,402
2011-07-12 21:00:00,3,0,1,1,33.62,37.12,43,7.0015,49,209,258
2011-11-14 00:00:00,4,0,1,1,18.86,22.725,59,19.0012,8,22,30
2012-07-01 00:00:00,3,0,0,1,31.16,36.365,66,0,27,122,149
2012-07-13 14:00:00,3,0,1,2,32.8,35.605,38,0,120,249,369
2012-10-14 10:00:00,4,0,0,1,22.14,25.76,56,12.998,150,278,428
2012-03-04 22:00:00,1,0,0,1,10.66,12.12,41,16.9979,9,53,62
2012-12-08 23:00:00,4,0,0,2,16.4,20.455,94,0,18,144,162
2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
2012-03-19 21:00:00,1,0,1,1,24.6,30.305,64,11.0014,33,190,223
2011-02-15 18:00:00,1,0,1,1,12.3,15.15,22,8.9981,14,198,212
2012-10-03 23:00:00,4,0,1,2,27.06,30.305,78,0,21,199,220
2011-11-12 09:00:00,4,0,0,1,12.3,15.15,61,11.0014,18,142,160
2012-12-19 07:00:00,4,0,1,1,10.66,13.635,75,8.9981,3,360,363
2012-02-17 16:00:00,1,0,1,1,17.22,21.21,32,19.9995,56,251,307
2012-08-04 11:00:00,3,0,0,1,35.26,40.15,47,16.9979,155,315,470
2011-03-16 13:00:00,1,0,1,2,16.4,20.455,76,8.9981,18,81,99
2011-04-07 14:00:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157
2011-10-17 22:00:00,4,0,1,1,20.5,24.24,77,0,16,88,104
2011-07-01 13:00:00,3,0,1,1,32.8,34.09,24,0,83,209,292
2011-07-17 19:00:00,3,0,0,1,31.16,34.85,55,19.0012,145,234,379
2011-06-01 23:00:00,2,0,1,1,30.34,33.335,51,11.0014,10,59,69
2011-07-03 03:00:00,3,0,0,3,27.88,31.82,65,6.0032,8,25,33
2012-12-12 01:00:00,4,0,1,1,11.48,13.635,61,15.0013,3,18,21
2011-12-09 11:00:00,4,0,1,1,13.12,15.15,70,16.9979,15,121,136
2012-04-02 05:00:00,2,0,1,1,16.4,20.455,76,32.9975,2,22,24
2011-11-16 14:00:00,4,0,1,2,18.86,22.725,100,8.9981,12,49,61
2011-02-15 17:00:00,1,0,1,1,13.12,15.15,22,15.0013,15,191,206
2011-02-03 23:00:00,1,0,1,1,8.2,11.365,47,7.0015,4,34,38
2012-05-16 05:00:00,2,0,1,1,22.14,25.76,94,7.0015,4,34,38
2012-12-14 12:00:00,4,0,1,1,14.76,17.425,50,12.998,29,244,273
2012-10-03 17:00:00,4,0,1,1,28.7,32.575,65,0,84,833,917
2011-08-10 07:00:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305
2011-11-17 05:00:00,4,0,1,3,13.94,15.15,71,22.0028,1,21,22
2011-06-02 16:00:00,2,0,1,1,32.8,34.09,22,32.9975,63,255,318
2012-01-14 22:00:00,1,0,0,1,6.56,6.82,47,23.9994,4,62,66
2011-11-09 10:00:00,4,0,1,1,16.4,20.455,76,7.0015,16,89,105
2012-03-05 10:00:00,1,0,1,2,9.84,12.88,60,0,12,74,86
2011-11-15 08:00:00,4,0,1,2,22.14,25.76,68,7.0015,27,453,480
2012-04-01 19:00:00,2,0,0,1,21.32,25,55,15.0013,110,236,346
2011-09-14 11:00:00,3,0,1,1,29.52,34.09,66,11.0014,43,121,164
2011-07-09 23:00:00,3,0,0,1,29.52,33.335,58,12.998,47,93,140
2011-07-11 02:00:00,3,0,1,1,28.7,32.575,61,15.0013,8,4,12
2011-03-16 20:00:00,1,0,1,2,17.22,21.21,54,19.9995,10,111,121
2011-08-13 16:00:00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
2011-03-14 18:00:00,1,0,1,1,14.76,18.18,40,7.0015,25,210,235
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
2011-10-10 06:00:00,4,1,0,1,18.04,21.97,94,0,5,39,44
2012-06-05 10:00:00,2,0,1,2,21.32,25,63,19.9995,58,118,176
2012-07-18 11:00:00,3,0,1,1,36.9,42.425,42,0,47,136,183
2012-01-05 03:00:00,1,0,1,1,8.2,12.88,61,0,0,4,4
2011-05-03 08:00:00,2,0,1,2,22.96,26.515,83,19.0012,24,435,459
2011-11-08 00:00:00,4,0,1,1,13.94,17.425,87,6.0032,0,18,18
2012-03-09 18:00:00,1,0,1,1,18.04,21.97,26,35.0008,30,440,470
2011-02-07 06:00:00,1,0,1,1,7.38,12.12,93,0,1,29,30
2011-06-12 20:00:00,2,0,0,1,27.06,30.305,83,11.0014,62,144,206
2012-03-02 00:00:00,1,0,1,1,13.94,16.665,53,11.0014,1,45,46
2011-09-07 16:00:00,3,0,1,1,26.24,28.79,89,0,7,137,144
2012-05-02 09:00:00,2,0,1,2,22.96,26.515,88,0,26,289,315
2011-12-10 06:00:00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
2011-04-18 15:00:00,2,0,1,2,24.6,31.06,43,12.998,64,112,176
2011-02-08 18:00:00,1,0,1,1,8.2,9.09,32,26.0027,1,151,152
2012-03-18 07:00:00,1,0,0,3,17.22,21.21,88,11.0014,17,25,42
2012-04-13 18:00:00,2,0,1,1,22.14,25.76,26,8.9981,107,564,671
2011-08-02 10:00:00,3,0,1,1,33.62,36.365,36,19.9995,50,90,140
2012-12-02 21:00:00,4,0,0,2,18.04,21.97,77,15.0013,8,91,99
2012-10-10 20:00:00,4,0,1,1,21.32,25,48,32.9975,21,371,392
2012-06-18 01:00:00,2,0,1,1,22.14,25.76,77,15.0013,9,5,14
2012-05-06 18:00:00,2,0,0,2,25.42,30.305,61,12.998,131,332,463
2011-08-11 18:00:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571
2011-09-13 00:00:00,3,0,1,1,24.6,27.275,88,7.0015,7,19,26
2011-05-13 07:00:00,2,0,1,3,20.5,24.24,88,11.0014,16,141,157
2012-11-07 10:00:00,4,0,1,2,11.48,12.88,56,19.9995,27,151,178
2011-02-01 07:00:00,1,0,1,3,6.56,11.365,93,0,0,52,52
2012-08-12 19:00:00,3,0,0,1,30.34,32.575,40,8.9981,148,317,465
2011-04-18 18:00:00,2,0,1,1,26.24,31.06,31,23.9994,41,321,362
2012-10-14 12:00:00,4,0,0,1,25.42,31.06,46,22.0028,200,362,562
2011-04-11 01:00:00,2,0,1,1,18.86,22.725,94,19.0012,1,3,4
2012-03-12 14:00:00,1,0,1,2,23.78,27.275,32,19.0012,76,145,221
2011-05-07 16:00:00,2,0,0,1,24.6,31.06,38,12.998,119,223,342
2012-04-10 01:00:00,2,0,1,1,17.22,21.21,50,15.0013,0,9,9
2011-11-03 06:00:00,4,0,1,1,13.94,16.665,76,12.998,3,96,99
2011-06-11 03:00:00,2,0,0,1,27.88,31.82,83,6.0032,10,18,28
2011-06-14 18:00:00,2,0,1,1,25.42,31.06,51,22.0028,65,473,538
2011-02-12 20:00:00,1,0,0,1,10.66,12.88,41,15.0013,1,39,40
2011-11-18 11:00:00,4,0,1,1,12.3,15.15,36,8.9981,18,122,140
2011-12-05 11:00:00,4,0,1,2,14.76,18.18,87,6.0032,17,106,123
2011-03-06 23:00:00,1,0,0,2,9.02,9.85,100,27.9993,0,9,9
2011-05-03 12:00:00,2,0,1,2,27.88,31.82,61,32.9975,48,169,217
2011-10-06 22:00:00,4,0,1,1,18.86,22.725,82,0,24,124,148
2011-09-15 20:00:00,3,0,1,1,18.86,22.725,63,22.0028,25,223,248
2011-04-13 00:00:00,2,0,1,2,16.4,20.455,100,19.9995,3,12,15
2012-10-13 18:00:00,4,0,0,1,18.86,22.725,44,8.9981,174,299,473
2012-03-15 14:00:00,1,0,1,2,29.52,32.575,30,7.0015,81,177,258
2012-06-06 15:00:00,2,0,1,1,26.24,31.06,38,0,75,225,300
2011-12-16 13:00:00,4,0,1,2,13.94,15.15,39,23.9994,12,125,137
2011-12-10 01:00:00,4,0,0,2,10.66,12.88,70,11.0014,11,55,66
2012-10-19 03:00:00,4,0,1,2,22.96,26.515,83,0,0,5,5
2011-05-03 01:00:00,2,0,1,2,22.96,26.515,78,16.9979,0,14,14
2011-02-02 01:00:00,1,0,1,3,9.02,11.365,93,12.998,0,3,3
2011-06-07 20:00:00,2,0,1,1,30.34,34.09,56,8.9981,45,301,346
2011-10-05 20:00:00,4,0,1,1,21.32,25,77,11.0014,18,228,246
2012-03-11 01:00:00,1,0,0,1,9.84,12.12,52,11.0014,4,57,61
2012-10-16 06:00:00,4,0,1,1,17.22,21.21,67,11.0014,4,168,172
2012-09-16 22:00:00,3,0,0,1,22.96,26.515,68,6.0032,18,109,127
2011-02-08 17:00:00,1,0,1,1,9.02,9.09,32,39.0007,4,172,176
2012-02-03 20:00:00,1,0,1,1,13.94,17.425,49,7.0015,8,155,163
2012-12-01 20:00:00,4,0,0,1,13.12,17.425,81,0,28,170,198
2012-07-16 01:00:00,3,0,1,2,28.7,33.335,74,12.998,1,10,11
2012-09-08 02:00:00,3,0,0,1,27.06,29.545,89,22.0028,9,68,77
2012-09-16 01:00:00,3,0,0,1,22.14,25.76,64,0,35,82,117
2011-09-15 06:00:00,3,0,1,2,24.6,28.03,83,16.9979,5,119,124
2011-12-09 05:00:00,4,0,1,1,9.02,13.635,80,0,0,20,20
2011-04-18 01:00:00,2,0,1,1,18.86,22.725,47,8.9981,11,8,19
2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95
2012-08-17 15:00:00,3,0,1,1,35.26,12.12,30,31.0009,127,256,383
2012-06-15 19:00:00,2,0,1,1,28.7,31.82,42,11.0014,98,369,467
2012-05-11 04:00:00,2,0,1,1,17.22,21.21,50,12.998,3,6,9
2012-10-06 21:00:00,4,0,0,1,18.86,22.725,59,8.9981,78,137,215
2011-12-15 12:00:00,4,0,1,2,18.86,22.725,59,32.9975,17,140,157
2012-11-09 09:00:00,4,0,1,1,13.94,15.15,53,27.9993,23,304,327
2012-07-19 22:00:00,3,0,1,3,27.06,29.545,89,16.9979,6,62,68
2012-12-12 03:00:00,4,0,1,1,10.66,13.635,60,8.9981,3,7,10
2012-08-19 13:00:00,3,0,0,3,26.24,28.79,83,8.9981,50,112,162
2011-07-04 02:00:00,3,1,0,1,26.24,28.79,83,0,33,30,63
2012-08-16 08:00:00,3,0,1,1,27.88,31.82,61,12.998,33,649,682
2011-04-06 18:00:00,2,0,1,1,21.32,25,29,23.9994,43,282,325
2011-05-16 19:00:00,2,0,1,1,23.78,27.275,83,16.9979,36,272,308
2012-12-04 11:00:00,4,0,1,1,19.68,23.485,77,12.998,24,183,207
2011-09-12 11:00:00,3,0,1,1,28.7,32.575,58,12.998,34,131,165
2011-11-02 03:00:00,4,0,1,1,12.3,16.665,75,0,0,2,2
2012-08-06 07:00:00,3,0,1,3,29.52,34.09,70,12.998,14,393,407
2011-10-17 11:00:00,4,0,1,1,22.96,26.515,43,0,35,131,166
2011-07-14 19:00:00,3,0,1,1,29.52,32.575,39,15.0013,67,333,400
2012-03-10 04:00:00,1,0,0,1,9.84,10.605,41,23.9994,1,3,4
2012-05-02 19:00:00,2,0,1,1,22.14,25.76,77,16.9979,43,461,504
2012-07-18 19:00:00,3,0,1,2,31.16,35.605,62,7.0015,78,438,516
2011-06-18 08:00:00,2,0,0,1,27.06,30.305,78,6.0032,28,103,131
2012-05-18 21:00:00,2,0,1,1,24.6,31.06,40,0,49,209,258
2011-07-12 16:00:00,3,0,1,1,35.26,39.395,44,19.0012,25,177,202
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0,6,78,84
2012-08-05 03:00:00,3,0,0,1,29.52,34.85,74,16.9979,9,32,41
2011-09-16 16:00:00,3,0,1,2,21.32,25,48,11.0014,67,291,358
2011-09-18 16:00:00,3,0,0,2,22.96,26.515,64,11.0014,134,235,369
2011-05-18 12:00:00,2,0,1,1,22.96,26.515,94,19.9995,12,42,54
2012-08-02 07:00:00,3,0,1,1,28.7,33.335,79,0,21,452,473
2011-11-04 05:00:00,4,0,1,2,15.58,19.695,87,0,0,23,23
2012-03-19 14:00:00,1,0,1,2,26.24,31.06,57,12.998,60,200,260
2012-05-07 19:00:00,2,0,1,1,23.78,27.275,56,22.0028,83,463,546
2011-02-16 07:00:00,1,0,1,2,8.2,9.85,55,15.0013,5,103,108
2012-07-12 05:00:00,3,0,1,1,25.42,29.545,73,7.0015,4,40,44
2012-10-03 02:00:00,4,0,1,2,25.42,27.275,94,0,2,7,9
2012-10-11 22:00:00,4,0,1,1,16.4,20.455,66,11.0014,10,167,177
2011-12-08 13:00:00,4,0,1,1,12.3,13.635,49,23.9994,9,115,124
2012-04-07 00:00:00,2,0,0,1,17.22,21.21,26,19.9995,9,85,94
2011-08-10 12:00:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240
2011-05-19 13:00:00,2,0,1,3,23.78,27.275,64,16.9979,44,139,183
2012-08-13 04:00:00,3,0,1,1,26.24,30.305,69,7.0015,0,11,11
2012-07-01 12:00:00,3,0,0,1,36.9,40.91,37,15.0013,114,319,433
2012-03-07 15:00:00,1,0,1,1,22.14,25.76,37,30.0026,44,165,209
2011-10-07 16:00:00,4,0,1,1,26.24,31.06,44,0,73,346,419
2012-01-09 09:00:00,1,0,1,2,9.02,13.635,64,0,9,188,197
2012-07-13 00:00:00,3,0,1,2,28.7,32.575,54,11.0014,19,76,95
2012-10-10 09:00:00,4,0,1,1,22.14,25.76,60,19.0012,35,331,366
2011-08-06 23:00:00,3,0,0,3,28.7,33.335,84,19.0012,29,79,108
2011-10-08 14:00:00,4,0,0,1,25.42,31.06,50,6.0032,251,214,465
2012-06-10 07:00:00,2,0,0,1,24.6,28.79,78,7.0015,21,41,62
2011-11-01 00:00:00,4,0,1,2,14.76,17.425,87,11.0014,3,18,21
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2
2012-06-05 12:00:00,2,0,1,2,22.14,25.76,56,15.0013,45,202,247
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
2011-06-11 02:00:00,2,0,0,1,28.7,33.335,79,7.0015,10,50,60
2012-02-13 04:00:00,1,0,1,1,4.92,8.335,54,6.0032,0,2,2
2012-09-04 14:00:00,3,0,1,1,32.8,37.88,55,27.9993,72,202,274
2012-08-01 08:00:00,3,0,1,2,27.06,30.305,78,12.998,32,649,681
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
2011-10-07 22:00:00,4,0,1,1,20.5,24.24,68,0,27,119,146
